name,review,wakati,topic number
屋守,屋守らしい旨味とコクを感じさせながらすっきり飲み口の爽やかな夏酒でした。ピチピチしたところも最高です。秋田晴,  旨味 コク 感じる させる 飲む  爽やか   する ところ 最高 秋田 ,11
会津ほまれ,まろやかな味と、ほんのり吟醸味がある。中辛口。毎日飲むのによさそう。羽根屋,まろやか  吟醸  ある 辛口 毎日 飲む  よい  そう 羽根 ,22
あぶくま,含むと原酒らしい力強さにひやおろしの熟感が加わって、結構たくましい味わいに仕上がってます。カキフライや天ぷらなんかと合わせてもいけるんじゃないかな。思ったより力強い味わいでびっくりしました。酒単品で飲むより、ひやおろしらしく、季節の食べ物をつまみながら飲むのが良いですね。,含む 原酒 力強い  ひる おろす   加わる たくましい 味わい 仕上がる カキ フライ 天ぷら 合わせる いける  思う 力強い 味わい びっくり する  単品 飲む ひる おろす 季節 食べ物 つまむ 飲む  良い,12
雪の茅舎,アルコール度数16度、精米歩合55％。立ち香も含み香も華やか。若干喉奥に残る甘口。でも嫌な感じはしません。純米酒というより純米吟醸のレベル。味、ふくよかで伸びやか。意外やカレーに合います。小左衛門,アルコール 度数     精米 歩合       立ち  含み  華やか 若干   残る 甘口  感じ する   いう   吟醸 レベル  ふくよか 伸びやか 意外 カレー 合う 小左衛門,33
三芳菊,最初に含んだ一杯目は、ん？一瞬何を飲んだのか分からないぐらいの日本酒を超えたインパクト。改めて飲んだ二杯目以降はワインというかどちらかというと梅酒に近い味の広がりを感じます。久しぶりに飲みましたが、やっぱり個性的です。梅乃宿,最初 含む       一瞬  飲む  分かる 日本  超える インパクト 飲む    以降 ワイン いう どちら いう 梅酒 近い  広がり 感じる 久しぶり 飲む 個性  梅乃 ,34
一ノ蔵,アルコール度数15≦、精米歩合50％。立ち香マイルド。含み香華やか。スッキリとした甘口。シャープでクリア、キレがあります。舌上中央で収斂。万能薬ならぬ万能酒。何にでも合います。北の錦,アルコール 度数      精米 歩合       立ち  マイルド 含み 香華 する 甘口 シャープ クリア キレ ある   中央 収斂 万能  なる 万能   合う  ,33
越後雪紅梅,新潟県アンテナショップで購入。香りはあまり無し?。味はものすごい薄くて、一瞬で酸味と甘味が消えて行く?。すんごいすっきりして?飲みやすい。喉ごしの最後に若干の酸味で料理でもかき消されることはなさそう。ほのかな甘味は若干はまるかも(笑)。日本酒度+8で何にでも合うというのがこのお酒の売りみたいです。名倉山,新潟  アンテナショップ 購入 香り あまり 無し    ものすごい 薄い 一瞬 酸味 甘味 消える 行く   する ごい する  飲む やすい  しの 最後 若干 酸味 料理 かき消す れる こと ない  そう ほのか 甘味 若干 かも       日本        合う   売る みたい 名倉山,33
獺祭,残暑厳しいので久しぶりにスパークリングを購入。開栓一杯目、炭酸強めにシュワッとドライ、この暑さを吹き飛ばすぐらいスカッとさせてくれる。炭酸が抜けてくるとにごりらしい甘味がフワッと広がります。炭酸が強めの割にはにごりの甘味もきちんと感じられ、レベルの高さを感じます。瓶に添えられたアメコミ風の別紙(英文和訳付き)が気に入りました。東一,残暑 厳しい 久しぶり スパーク リング 購入      炭酸 強める シュワッ ドライ 暑い  吹き飛ばす スカッ する せる くれる 炭酸 抜ける くる にごる 甘味 広がる 炭酸 強める  にごる 甘味 感じる られる レベル 高い  感じる  添える られる アメコミ  別紙   英文 和訳 付き   気に入る 東一,25
綾菊,アルコール度数15.5、精米歩合60％。立ち香、含み香マイルド。柔らかな甘口。コク有り、キレ無し、スッキリ感も無し。図体デカいのに無口で控えめ風。嫌いじゃないです。製造H22/9。蔵元HPでは度数15.0．．．別物？十四代,アルコール 度数        精米 歩合       立ち  含み  マイルド 柔らか 甘口 コク 有る キレ 無し  無い 図体 デカ いる 無口 控えめ  嫌い 製造          蔵元    度数            別物     ,33
白岳仙,飲みやすい。軽い感じで、癖がない。フレッシュな口当たりです。尾瀬の雪どけ,飲む やすい 軽い 感じ  ない フレッシュ 口当たり 尾瀬 雪どけ,17
田酒,北海道の居酒屋さんに、普通の値段で置いてありました。すっきりとした酸に、ほどよい旨味が感じられます。香りはそれほど強くないですが、刺身のうまさを引き立てますね。羽根屋,北海道 居酒屋 さん 普通 値段 置く ある する  よい 旨味 感じる られる 香り 強い 刺身 うまい  引き立てる 羽根 ,17
三連星,含むと実にフレッシュ、出来たて生バターのような感じ。オリのコクとミネラル感ある複雑な味の広がり、原酒の力強さもありますが、やはりフレッシュ感が良く出てます。余韻にやや弱めの酸もあるのでダレることはありません。スペックは以下の通り。使用米：滋賀県産渡船六号１００％度数：１６度精米歩合：５５％日本酒度：＋４酸度：１．６仕込み水：鈴鹿山系野洲川伏流水(自家井戸水)吉乃川,含む フレッシュ 出来る バター よう 感じ オリ コク ミネラル  ある 複雑  広がる 原酒 力強い  ある フレッシュ  良い 出る 余韻 弱める  ある ダレ こと ある スペック 以下 通り 使用    滋賀   渡船         度数       精米 歩合        日本        酸度         仕込み    鈴鹿 山系 野洲川 伏流    自家 井戸水   吉乃 ,3
小左衛門,タッチは柔らか、ほんのりとパイナップルのような香り、ミネラル感のある味の広がりを感じます。そんなに重さを感じることもなく、スイスイ飲めますが、それでいて酸がきちんと感じられるので、今の時期の食中酒として良いですね。何かが突出してる訳ではないですが、クォリティの高さを感じました。小左衛門は今回初飲みでしたが、スペックがかなり多いので色々と試したいですね。栗駒山,タッチ 柔らか パイナップル よう 香り ミネラル  ある  広がり 感じる 重い  感じる こと ない 飲める  感じる られる  時期    良い  突出 する てる  クォリティ 高い  感じる 小左衛門 今回 飲む スペック 多い 試す 栗駒山,6
仙禽,無濾過生酒原酒です。このブランドは製品スペックが詳しく書いてあるのでよいですね。お味は、ドライ。やや酸味が強いように感じます。,濾過 生酒 原酒 ブランド 製品 スペック 詳しい 書く ある よい  ドライ 酸味 強い よう 感じる,34
弥右衛門,大辛口で少し酸味もある。味は濃い目。３５度の夏の夜に冷で飲むと美味しい！南部美人,辛口 酸味 ある  濃い         飲む 美味しい   南部 美人,17
龍勢,冷やして飲んでみましたが、飲み口爽快。辛口なので料理に合います。値段も手ごろで、お薦めです。山猿,冷やす 飲む みる 飲む  爽快 辛口 料理 合う 値段 手ごろ 薦める 山猿,30
越路吹雪,ちょいと冷やしていたが何気にラベルを見ると常温が◎まぁそれはそれとして早速飲んでみると・・・・・なるほど、結構辛口。でもチリチリしない。香りもそこそこ鼻につかない。とても素直にするりと入る。妙になめらか。なんだろうか？気が付いたら4合瓶が空きそうに・・・・・結構飲んだな。磯乃澤,冷やす いる   ラベル 見る 常温 それ それ する 飲む みる 辛口 チリ チリ する 香り  つく 素直 入る  なめらか なん    付く     空く そう 飲む  乃澤,2
喜楽長,冷やして飲むと少し鼻にツンと来る味わいで余韻はピリ辛。常温だと少し丸みを帯びてきます。ついでに燗して飲んでみるとツンとした感は無くなりますが、余韻のアルコール感をボワッと感じ、すぐにパッと消えます。総じてキレの良さが特徴的ですが、ちょっと余韻のピリ辛感が強いので少し苦手です個人的には冷やして飲むよりも常温か燗冷ましぐらいが好みかな。他のスペックも試してみたいです。義左衛門,冷やす 飲む  来る 味わい 余韻 ピリ  常温 丸み 帯びる くる ついで  する 飲む みる する  無くなる 余韻 アルコール  ボワッ 感じる 消える キレ 良い  特徴  余韻 ピリ   強い 苦手 個人  冷やす 飲む 常温 燗冷まし 好み  スペック 試す みたい  左衛門,22
剣菱,剣菱独特の濃い日本酒の味が好きです積善,  独特 濃い 日本   好き 積善,25
会州一,含むと吟香がほのかに香ります。味わいは柔らかく甘味が広がりながらも、余韻はシュッとキレる辛口酒ですね。ラベルには常温・冷やのどちらでも美味しくとあったので両方試しましたが、冷やして飲んだ方がシャープさが際立って個人的に好みですね。常温だと少しぼんやり、余韻の辛口感が強まるので少し苦手です。スペックは以下の通り。アルコール度数：１５度原料米：美山錦１００％精米歩合：５０％日本酒度：＋２酸度：１．４明鏡止水,含む 吟香 ほのか 香る 味わい 柔らかい 甘味 広がる 余韻 シュッ キレ 辛口  ラベル 常温 冷や どちら 美味しい ある 両方 試す 冷やす 飲む  シャープ  際立つ 個人  好む 常温 余韻 辛口  強まる 苦手 スペック 以下 通り アルコール 度数       原料    美山        精米 歩合        日本        酸度         明鏡止水,34
会津娘,酒袋を吊るし、しずくを集めた、つるし酒。含むとフワッと柔らかいです。これがつるしか。すごい。味わいはやや熟したような米の甘味と桃の甘味が入り混じってます。酸もきちんと感じ、食中酒にも向いてますね。しかし、個人的にはこの酒は柔らかさとしなやかさが実に印象的です。本当に上品な純米酒、美味しいです。花の舞,  吊るす しずく 集める つるす  含む 柔らかい これ つるす すごい 味わい 熟す よう  甘味  甘味 入る 混じる  感じる    向く 個人   柔らかい  しなやか  印象  上品   美味しい  ,34
石鎚,飲みやすく、食中酒にぴったりです。癖がない分、ちょっと物足りないかな。いづみ橋,飲む やすい    ぴったり  ない  物足りない いづみ ,3
熊古露里,飲みやすい。スイスイいっちゃいます。で、名前見てビックリ！次の日、どうなっても知りませんよー・・・・天青,飲む やすい いく いる 名前 見る ビックリ     なる 知る  ,27
菊水,なんとなくレトロな感じの缶。最近、吟醸酒ばかりなので、たまには、醸造酒もいいですね。いかにも酒飲んでますって感じ。美味かった。越の初梅, トロ 感じ  最近 吟醸  たま 醸造  いい  飲む 感じ 美味い  ,18
出羽桜,冷だと辛口が前面に出て、苦さも感じる。燗するとマイルドになる。味は強め。, 辛口 前面 出る 苦い  感じる  する マイルド なる  強める,2
ゆきの美人,含むとやや燻したような焦げたようなスモーキーな含み香、生キャラメル・ハチミツの様なフレッシュ且つボリュームある甘味がミックスしながら口の中に広がります。余韻はピリッとしたフレッシュなガス感を感じます。開栓一杯目は硬さを感じましたが、すぐに柔らかくなります。初めて飲んだ銘柄でしたが美味しいです。松の司,含む 燻す よう 焦げる よう スモーキー 含み  キャラメル ハチミツ  フレッシュ ボリューム ある 甘味 ミックス する   広がる 余韻 する フレッシュ ガス  感じる      硬い  感じる 柔らかい なる 飲む 銘柄 美味しい  ,22
八海山,これが一番ですね。それより格上も美味しいが、値段も高くなるので。松の司,これ 一番 それ   美味しい 値段 高い なる  ,25
越州,特本は飲んだ感想はありません。冷も熱燗もこれといって特徴、全くなし。純大はお値段も高いので値段なりに美味しい。もう買わない。松の司,  飲む 感想 ある  熱燗 これ いう 特徴 ない 純大 値段 高い 値段 美味しい 買う  ,11
五人娘,五人娘ではないですが同じ寺田本家と言う事で・・・・・まぁ～こりゃ笑うしかありません。笑って呑んでください。良くない酒の「みほん」でしょう。多分・・・ひね香がうんたらの方々に言わせれば腐ってます。しかし、この手の物は趣向性が強いと思われ好きな人には（私）たまらない味わい。じっくり味わえばしっかり米のうま味。しかし、あまりに個性的でたっぷり飲む感じでは無いですな。松の司,   寺田 本家 言う  笑う ある 笑う 呑む くださる 良い  ほん 多分 ひね  うむ   言う せる 腐る 手の物 趣向  強い 思う れる 好き       たまらない 味わい 味わう  うま味 個性  飲む 感じ 無い  ,31
むすひ,どぶろく作ってら、酸味が出てヤバくなった感じ、の弱い感じの、酒。好きな人（私）にはかなり旨く感じるが素人に薦めるものではない。でも面白いから薦めちゃう。松の司,どぶろく 作る  酸味 出る ヤバ くい なる 感じ 弱い 感じ  好き       旨い 感じる 素人 薦める もの 面白い 薦める ちゃう  ,34
浦霞,インパクトのある辛口で、微妙に甘みもありなかなか美味しい。アウトレットで1年前の酒だが１升１０００円。愛宕の松,インパクト ある 辛口 微妙 甘み 美味しい アウトレット               愛宕 ,26
越の寒中梅,以前、化粧箱入りを購入。キリッとした飲み口。香りは大人しく、変に主張しません。4合瓶で1400円前後でこの味なら、なかなかの優れものかな。裏・雅山流,以前 化粧 箱入り 購入 する 飲む  香り 大人しい  主張 する           前後  優れる もの    ,11
お福正宗,以前、頂いたお酒。原酒を呑んだのは初めてでした。心地いい甘さがありながら、すっきりとした辛さがあり、非常にバランスのとれた味わい。素晴らしく美味しいです。何かのお祝いなど、節目の酒席に、お金を貯めて買って呑みたいと思うお酒です。山和,以前 頂く  原酒 呑む  心地 いい 甘い  ある する 辛い  ある 非常 バランス とれる 味わい 素晴らしい 美味しい  お祝い 節目 酒席 お金 貯める 買う 呑む 思う   ,27
お福正宗,今年の正月酒として購入したお酒でした。4合瓶で1575円。今でも見つけると(製造月に注意して)買っています。さらりとして飲みやすいながら、あっさりしすぎず、さわやかな辛さがあります。キンキンに冷やして飲むのが好きですね。浜娘,今年 正月  購入 する             見つける   製造  注意 する   買う いる する 飲む やすい する すぎる さわやか 辛い  ある キン キン 冷やす 飲む  好き  ,2
山形正宗,山形正宗としては恐らく初めての生もと造りの純米かな。含むと雄町らしいワイルドな野性味ある南国的な味わいと含み香、そして、生もとらしい腰のパンとしたしっかりとしたコクを感じます。余韻の酸味も雄町らしさかな。しっかりした味わいなので結構何でも合いそうな食中酒です。うん、これはかなり美味しいです。国権,山形 正宗 もと 造り  含む   ワイルド 野性  ある 南国  味わい 含み  もと  パン する する コク 感じる 余韻 酸味   さかな する 味わい  合う そう    これ 美味しい 国権,34
白鶴,以前呑んでみた感想。言わずと知れた『まる』の純米。純米酒としての『まる』に興味がありました。で、…。何と言うか、後味がもっとすっきりするといいかなと。変に舌に残る感じ。まろやか、というよりかなり甘い。+10くらいの日本酒度の方が、このお酒は呑めそう。900mlで800円ちょっと。安さを考えれば、これでいい…のか?『まる』ファンの方は多くいらっしゃるのでしょうが…。これを呑んで、「日本酒はこういうもの」と思う人がいたら、ちょっと首をかしげたくなる。,以前 呑む みる 感想 言う 知れる     興味 ある 言う 後味 する いい   残る 感じ まろやか いう 甘い      日本     呑める そう             安い  考える これ いい     ファン  多く いらっしゃる  これ 呑む 日本  もの 思う  いる  かしげる なる,11
半布里戸籍,知り合いに頂きました。蔵元と一部のお店でしか買えないみたいです。すごく丁寧に造られた味がして、とても美味しかったです。鳴海,知り合い 頂く 蔵元 一部  買える みたい すごい 丁寧 造る れる  する 美味しい 鳴海,25
白瀑,見た目強烈なラベル、フラガールと共に山本さん本人が登場してます。加えて透明な瓶に青色の液体、どんな味わいかと思うと興味津々です。しかし、含んでみると見た目とは裏腹に正統派の味わい。生らしいフレッシュな甘さがありつつも、度数１４度の為スイスイ飲めます。温度帯が上がると甘味も増してきます。青くない方が売れそうだが、こんなことやるとこがこの蔵の特徴であり、個人的に好きなとこでもあります。スペックは純米吟醸生に青色色素(くちなし？)を加えたもので、表記はリキュール扱いになってます。浜福鶴,見た目 強烈 ラベル フラ ガール 山本 さん 本人 登場 する 加える 透明  青色 液体 味わい 思う 興味津  含む みる 見た目 裏腹 正統  味わい 生らす いる フレッシュ 甘い  ある 度数      飲める 温度  上がる 甘味 増す くる 青い  売れる そう こと やる とこ  特徴 個人  好き とこ ある スペック  吟醸  青色 色素   くちなし    加える もの 表記 リキュール 扱い なる   ,0
住吉,お気に入りのうまいお酒です。特に冬場のぬる燗はヤバイですねぇ。いくらでも飲めます。花見のときには必需品です。白鶴,お気に入り うまい  冬場 ぬる  ヤバイ いくら 飲める 花見 とき 必需   ,32
杉玉,近くの酒屋でアウトレット半額で買った。味は吟醸ではなく、一般的な純米。少し味が強く、吟醸味、香りは無い。半額なので、これでも良い。繁桝,近く 酒屋 アウトレット 半額 買う  吟醸 一般     強い 吟醸  香り 無い 半額 これ 良い  ,33
栗駒山,含むとやや加水感にも似たスッキリとしたタッチ、飲み口良いのでスイスイ入りますが、じっくり味わうと米の甘味、レモン様の酸味を感じます。この甘味のある酸の出方が蔵の華っぽい(あくまで個人的感想)かな。余韻のヒケはドライに感じますが、思ったより辛口に振れる訳ではなくキレの良い酸味ある甘味が印象的。酸もきちんと感じられ、真面目に丁寧に造られた食中酒ですね。産山村,含む 加水  似る する タッチ 飲む  良い 入る 味わう  甘味 レモン  酸味 感じる 甘味 ある  出方   っぽい   個人  感想   余韻 ヒケ ドライ 感じる 思う 辛口 振れる  キレ 良い 酸味 ある 甘味 印象   感じる られる 真面目 丁寧 造る れる    産山 ,3
澤乃井,サブタイトルが「すっきりした大辛口」です。酒米未表記、精米歩合65％、価格980円/720mlフルボディの辛口です。やや苦みが残ります。昔風の日本酒にも感じます。豚の角煮なんかとあうのではないかと思う。七福神,サブタイトル する 辛口   表記 精米 歩合       価格               フル ボディ 辛口 苦み 残る   日本  感じる   煮る あう  思う 七福神,18
大関,結論からすればこのメーカーの2級酒を水で3～5倍位に薄めて砂糖で調整。そしてキッチリ冷やす←ここがポイント。呑む前から何となく方向性が見えてしまい。それがズバリだったので面白かった。まぁ試飲でよかった。山本,結論 する メーカー           薄める 砂糖 調整 チリ 冷やす ここ ポイント 呑む  方向  見える しまう それ 面白い 試飲 よい 山本,29
愛宕の松,含むとライムのような酸味と香りが広がりますが、余韻は思ったより糖質のある甘味を感じます。ブワッと広がるのではなく、静かにゆっくりと、しかしながら確実に口の中に広がっていく味の広がりが、あらゆる食べ物を包み込んでくれそうで好みです。派手さはありませんが、真面目な味わい、この暑い夏の炎天下の下、期せずして出会ってしまった憧れのあの人に、ひと夏の恋の如き甘酸っぱい味わいかな。七福神,含む ライム よう 酸味 香り 広がる 余韻 思う   ある 甘味 感じる ブワッ 広がる  静か 確実   広がる いく  広がり 食べ物 包み込む くれる そう 好み 派手  ある 真面目 味わい 暑い  炎天下  期する する 出会う しまう 憧れる    甘酸っぱい 味わい 七福神,27
千寿(岡山県),古くから潮待ち、風待ちの港として、江戸時代は朝鮮通信使の寄港地として知られる牛窓。そんな歴史のある町にある酒蔵へ行き購入。味覚のある時に飲むと、ほどよい吟醸香と、辛口だが、ライスワインのような味がしっかりと感じられ、すっきりとした印象のお酒。その反面、それほど複雑な味ではない。味覚がそれほどでもない時の印象は、すっきりとした旨口酒で、昔ながらのお酒。牛窓の古い町並みと歴史に思いを馳せながら、思い出を肴に一杯。三千盛,潮待ち 風待ち  江戸 時代 朝鮮 通信使 寄港  知る れる 牛窓 歴史 ある  ある 酒蔵 行く 購入 味覚 ある  飲む よい 吟醸  辛口 ライス ワイン よう  感じる られる する 印象  反面 複雑  味覚  印象 する     牛窓 古い 町並み 歴史 思い 馳せる 思い出      ,22
日高見,含むとリンゴのような甘酸っぱい香りと甘味が口の中に広がり、結構甘めの印象を受けますが、余韻はやや苦みのあるドライな辛口感を伴ってヒケていくのでそんなに甘いという印象は無く、むしろ辛口と言っても良いのでは。この苦みと一緒にアテを食べると良さそうです。何度も飲むとクセになるような余韻の辛口爽快感が夏吟というとこかな。生カツオと一緒にやってみましたが、結構合います。刺身や寿司と共にクイッと一杯いきたくなる酒です。久保田,含む リンゴ よう 甘酸っぱい 香り 甘味   広がる 甘い  印象 受ける 余韻 苦み ある ドライ 辛口  伴う ヒケ いく 甘い 印象 無い 辛口 言う 良い  苦み 一緒 アテ 食べる 良い  そう   飲む クセ なる よう 余韻 辛口 爽快    とこ カツオ 一緒 やる みる 合う 刺身 寿司 クイッ いく なる  久保田,27
菊正宗,ビール（第３のビール）→日本酒、最後は？宝缶チューハイでシメめてましたが、最近は・・・。きっかけは、ソウルマッコリでした。結構美味しい。ただ、アルコール度数が、６%とやや高めなので、シメるには・・・。そこで、アルコール度数３%の、菊正宗、にごりん、にしてます。乳酸菌のお酒。この酒蔵、生もとにこだわったり、女性が嫌がる日本酒臭さを消すため樽酒をリリースしたり、精力的に開発活動をしてます。私は、にごりん専門ですが、機会があれば是非。パッケージは猫なのは、何故？。,ビール     ビール    日本  最後     チューハイ シメ  最近 きっかけ ソウル マッコリ 美味しい アルコール 度数     高め シメ アルコール 度数      正宗 にごる する 乳酸菌  酒蔵 もと こだわる 女性 嫌がる 日本酒 臭い  消す ため   リリース する 精力  開発 活動 する  にごる 専門 機会 ある 是非 パッケージ     ,29
竹泉,桜の季節に、保冷剤を持って蔵に行き購入。行く道中、川沿いの桜が見事。さて、ほぼフルスペックに近いこのお酒は、一言で言えば、食前酒に最適。辛口だが、そこは大吟、フルーティ。特筆すべきは、後味で、味覚がよい時に飲むと、生酒特有の味がする（麹の味？）。ちょうど、味覚のいい時は、発泡酒の金麦にモルツっぽい味を感じるかんじ・・・。他の酒と飲み比べたり、つまみを食べると、微妙な味が分からなくなるので、要注意。そういう意味で食前酒に薦めたい。雨後の月, 季節 保冷  持つ  行く 購入 行く 道中  沿い  見事 フルスペック 近い  一言 言う 食前  最適 辛口 そこ  フルーティ 特筆 する 後味 味覚 よい  飲む 生酒 特有  する         味覚 いい  発泡    モルツ っぽい  感じる かん   飲む 比べる つまむ 食べる 微妙  分かる なる 注意 意味 食前  薦める 雨後 ,34
冬の月,三重の酒屋で［限定]の看板につられて買いました。どれ一口・・・と口に含むと・・・甘ぁぁぁぁいひどく甘ったるくて飲めたもんじゃないと封を閉めた。生酒だもんで酸化という熟成に期待！ということで２～４日目に開栓したらなんとまあ、甘味が落ち着いてるじゃありませんか！一升瓶の黄金比率を見事に実証した酒ですなｗｗソガペールエフィス,三重 酒屋  限定  看板 つられる 買う どれ    含む 甘い ぁぁぁぁいひどく 甘ったるい 飲める もん  閉める 生酒 もん 酸化 熟成 期待   こと        する 甘味 落ち着く てる ある   一升瓶 黄金 比率 見事 実証 する     ソガペールエフィス,31
秋鹿,ふむ。炭酸がしっかり入っている。ちょっとシャンパンぽい感じ。日本酒といわなければ、シャンパンで通るかもしれない。すっきりとした辛口、というよりドライ。だが、飲みやすいので、日本酒嫌いな人でもＯＫ食前に、グラスでくいっと。石鎚,ふむ 炭酸 入る いる シャンパン ぽい 感じ 日本  いう シャンパン 通る しれる する 辛口 いう ドライ 飲む やすい 日本  嫌い     食前 グラス くい 石鎚,25
金波,ホームセンターで１８００ｍｌが２０００円ちょいで売っていたので初めて飲みました。売ってる場所も残念。味も残念。奈良萬,ホームセンター               売る いる 飲む 売る てる 場所 残念  残念 奈良 ,2
磐城壽,夏季限定の活性にごり酒です。開栓直後の上澄みは生らしいピリッとした酸、クエン酸系の酸味も感じます。２～３杯飲んでいると、酸っぱさは落ち着き、爽やかな酸味とオリの濃厚且つ滑らかな旨味が押し出てきます。気圧の関係なのか、混ぜてないのに、いつの間にか底に溜まっていたオリが自然と上澄みと混ざってます。酸味と甘みのバランスが良く、杯が進みまくりです。これは美味しいな～。六歌仙,夏季 限定 活性 にごり酒   直後 上澄み 生らす いる する  クエン   酸味 感じる     飲む いる 酸っぱい  落ち着く 爽やか 酸味 オリ 濃厚 滑らか 旨味 押す 出る くる 気圧 関係  混ぜる てる  溜まる いる オリ 自然 上澄み 混ざる 酸味 甘み バランス 良い  進む まくる これ 美味しい 六歌仙,32
海響,下関旅行の際に下関駅前の大丸にて購入した300ml瓶。口当たりが軽めで比較的甘めな爽やかな日本酒です。確かにこれは魚料理に合いそうですね。また下関に行った際には是非居酒屋で飲みたい一本かな？その時はふくでも摘みつつ…。津軽衆,下関 旅行  下関 駅前 大丸 購入 する         口当たり  甘い  爽やか 日本  確か これ  料理 合う そう 下関 行く  是非 居酒屋 飲む      ふく 摘む 津軽 ,17
曽我の誉,小田原観光に行った際に通り掛ったスーパーにて購入したカップ酒。口当たりは濃厚で、まず甘さが伝わって来た後に醸造アルコールのすっきりした辛さが感じられました。どんなお摘みにも合いそうな感じです。此方の方に来た際には是非探して呑んでみて欲しい一品です。貴,小田原 観光 行く  通り掛る スーパー 購入 する カップ  口当たり 濃厚 甘い  伝わる 来る  醸造 アルコール する 辛い  感じる られる 摘み 合う そう 感じ 此方  来る  探す 呑む みる 欲しい   貴い,30
雁木,初めて、雁木を飲みました。まだ１種類しか飲んでいませんが、おおよそ雁木の味わいは予想できました。大変うまいと思いました。鍋島、能古見、山の寿と基本的な味の方向は一緒かなあと思います。この手のお酒が好きな人はいわゆる端麗から口は好きじゃないと思います。櫻正宗,雁木 飲む   種類 飲む いる 雁木 味わい 予想 できる 大変 うまい 思う 鍋島  古見   基本   方向 一緒 思う   好き  端麗  好き 思う  正宗,8
亀泉,地酒を扱っている酒屋でお勧めされたこのお酒。含むとバナナの香り、しかし喉を通る時はスッキリ。カツオのたたきで戴きました。美味い♪大関,地酒 扱う いる 酒屋 勧め する れる  含む バナナ 香り  通る  カツオ たたき 戴く 美味い   大関,18
風の森,初日は炭酸ピリピリ且つ甘味のあるリンゴソーダみたいな味。２日目は酸はかんじつつも初日のガス感ある炭酸が弱まり、甘味が思い切り広がってます。思ったより甘いですが、弱めの炭酸があるので、そんなにダレた感じにはなりません。カクテルみたいですね。ちなみにラベルに開栓時注意のシールが貼ってあり、初日はプシュっというぐらいでしたが、２日目は飲もうと思って冷蔵庫から取り出して１～２分後、ボンッという音と共に栓が天井に向かって激しく飛んでいきました。一瞬、何が起きたか分からなくなりました・・高麗王,初日 炭酸 甘味 ある リンゴ ソーダ みたい       かんじる 初日 ガス  ある 炭酸 弱まる 甘味 広がる 思う 甘い 弱める 炭酸 ある ダレ 感じ なる カクテル みたい ラベル    注意 シール 貼る ある 初日 プシュ いう     飲む 思う 冷蔵庫 取り出す      ボンッ   天井 向かう 激しい 飛ぶ いく 一瞬  起きる 分かる なる 高麗 ,34
日本盛,頂き物の一升瓶を食したが、中身は、スーパーで売っている紙パック製品と同一と考える。大吟醸を期待して飲むと期待外れだが、値段から考えると、どうして、どうして、中々のデキ。ラベルに端麗辛口とあるが、まさにいい得て妙・・・。端麗辛口のお酒を知りたい人は、是非お試しあれ。日常の食中酒にお勧めですね・・・。大吟醸の中には、是非食前酒に、と言うお酒もありますが。,頂く  一升瓶  する 中身 スーパー 売る いる  パック 製品 同一 考える 吟醸 期待 する 飲む 期待 外れ 値段 考える  デキ ラベル 端麗 辛口 ある いう 得る  端麗 辛口  知る  試し 日常    勧める 吟醸  是非 食前  言う  ある,30
鮎正宗,純米酒を飲みました。とっても美味しいです。品の良い、生貯蔵のような味です。甘口で、濃厚な味わいがあり、キレもあります。こういう趣向は大好きです。新潟と言うと、さっぱりした飲み口をイメージしましたが、全く持って濃い口の美味しいお酒でした。男山(北海道),  飲む 美味しい  良い 貯蔵 よう  甘口 濃厚 味わい ある キレ ある 趣向 大好き 新潟 言う する 飲む  イメージ する 持つ 濃い口 美味しい  男山   北海道  ,23
八海山,この銘柄はどれを飲んでもそれなりの納得感を感じさせるのは、「素晴らしい!」の一言です。純米大吟醸のような手間もコストも掛かる高級品が美味いのは当たり前なんですが、本醸造や普通酒でもガクンと味が落ちることが無いことに驚かされます。大抵の銘酒は、看板商品は確かに群を抜いて美味いのですが、シリーズでも低価格のものは別物(飲めたもんじゃない)ということが珍しくありません。ですから、八海山に関して言えば「普通酒」を敢えてイチオシとさせていただきたいと思います。山猿,銘柄 どれ 飲む それなり 納得  感じる させる  素晴らしい    一言  吟醸 よう 手間 コスト 掛かる 高級  美味い  当たり前  醸造 普通   クン  落ちる こと 無い こと 驚かす れる 大抵 銘酒 看板 商品 確か  抜く 美味い  シリーズ 価格 もの 別物   飲める もん   こと 珍しい ある 八海山 言う 普通  イチ オシ する せる いただく 思う 山猿,23
越乃梅里,越乃梅里ではないですが、同じ小黒酒造の新ブランドのようなので、ここに書いておきます。開栓当日は少々アルコールがピリリとしましたが、翌日から落ち着きました。微炭酸の生酒で、薄濁りです。味わいは甘さを強く感じます。一方、少し鼻に抜ける刺激があります。どちらかというと、食前、食後酒、といった感じかなと思います。高清水, 乃梅  小黒 酒造 ブランド よう ここ 書く おく   当日 アルコール ピリリ する 翌日 落ち着く 炭酸 生酒 濁り 味わい 甘い  強い 感じる  抜ける 刺激 ある どちら いう 食前 食後  感じ 思う 清水,33
